3.800000	9.541118	0.867778	-2.722712	-1.134245	1.670674
3.900000	9.455351	-1.650886	-1.108433	-0.626936	1.327297
4.000000	9.092304	-1.809662	1.499205	0.302241	1.765815
4.100000	8.469756	-0.787114	3.115202	1.894758	2.998173
4.200000	7.223335	-0.168627	3.805970	3.913065	4.668775
4.300000	4.559904	-0.142486	4.232915	6.451126	5.914197
4.400000	0.778224	0.304966	4.640232	8.959396	4.711763
4.500000	-0.685832	0.911183	5.608513	9.761759	0.098954
4.600000	1.703175	1.989954	6.846312	7.444299	-4.129032
4.700000	2.697943	5.617753	7.505642	1.474111	-5.091224
4.800000	-0.156637	7.339999	5.341104	-4.839937	-2.768751
4.900000	-0.416202	7.143808	1.918740	-6.508556	0.720306
5.000000	1.876546	7.069714	-2.063803	-5.072289	1.025601
5.100000	2.825545	6.211066	-4.867779	-1.557610	-0.204200
5.200000	3.352506	4.857276	-5.070698	2.030203	0.920773
5.300000	3.943810	2.699783	-4.115728	3.295658	3.897434
5.400000	3.471999	0.008264	-3.042481	2.453608	6.412367
5.500000	2.056680	-1.742166	-1.876941	1.137850	7.482207
5.600000	0.647228	-1.927425	-0.823781	0.604811	7.754223
5.700000	-0.321304	-1.061264	-0.048226	0.954536	7.825040
5.800000	-0.843783	0.254911	0.670925	1.872254	7.727097
5.900000	-1.103383	1.602911	1.717582	3.182510	7.242978
6.000000	-1.331265	2.701992	3.426279	4.695899	5.901531
6.100000	-1.404617	3.218359	5.811245	5.650076	3.075697
6.200000	-0.765184	3.087932	7.986592	4.516570	-0.532684
6.300000	-0.004266	3.276712	8.941123	0.975142	-2.117274
6.400000	0.205091	3.821912	8.499676	-2.552868	-0.357605
6.500000	1.887173	4.706986	6.746357	-3.779587	2.623013
6.600000	5.378103	5.497107	3.242750	-3.525990	3.707617
6.700000	8.138587	4.214601	-1.114636	-2.583104	2.414063
6.800000	8.903525	1.317076	-3.033300	-1.315550	0.976121
6.900000	8.907038	-0.949792	-2.023105	-0.574127	0.664773
7.000000	8.741762	-1.574678	0.159901	0.077432	1.116054
7.100000	8.384046	-1.035811	1.953910	1.176388	2.190738
7.200000	7.607817	-0.485833	2.973043	2.731287	3.750385
7.300000	5.791118	-0.487689	3.597340	4.849655	5.379792
7.400000	2.341882	-0.442953	3.935530	7.439300	5.776356
7.500000	-0.927294	0.267038	4.289208	9.354663	3.045948
7.600000	-0.599105	0.597115	5.136064	9.267218	-1.741891
7.700000	2.421862	2.202348	6.155857	6.676073	-4.502741
7.800000	2.959683	6.073399	6.579884	1.267761	-4.667582
7.900000	0.252372	7.860766	4.372989	-4.064504	-2.774874
8.000000	-0.648720	7.738229	1.323215	-5.431855	-0.160345
8.100000	0.675909	7.741521	-1.596851	-4.023249	0.611863
8.200000	1.856712	7.366593	-3.497547	-1.029650	0.413044
8.300000	2.921704	6.415939	-3.585334	1.980984	1.515002
8.400000	4.048456	4.583564	-2.808518	3.473207	4.001851
8.500000	4.198469	1.769786	-1.972154	3.459535	6.650917
8.600000	2.555722	-0.649711	-1.041084	2.911316	8.318717
8.700000	-0.044028	-0.912147	-0.317811	2.824234	8.811315
8.800000	-1.883120	0.836961	0.471907	3.345573	8.413676
8.900000	-2.385313	2.901741	2.357430	4.489715	7.060877
9.000000	-2.253802	3.830121	5.402621	5.560577	4.128526
9.100000	-1.595419	3.355377	8.227569	4.636982	0.003234
9.200000	-0.709111	2.746716	9.422264	1.223954	-2.118443
9.300000	-0.324174	2.721242	9.290921	-1.982882	-0.620510
9.400000	0.994362	3.357444	8.383051	-2.784341	2.341292
9.500000	3.797661	4.646313	6.500579	-2.171678	4.164324
9.600000	7.107716	5.132611	3.130745	-1.473973	4.479079
9.700000	9.396156	2.937018	-0.206187	-0.600516	4.164228
9.800000	9.745958	-0.993634	-0.309129	0.048599	4.304859
9.900000	8.229469	-3.336504	2.383574	1.545186	5.114394
10.000000	4.417227	-3.673338	4.024524	5.263121	6.204476
10.100000	-1.083778	-2.889818	2.677420	8.676029	4.938885
10.200000	-3.666632	-1.459071	0.779038	9.521879	1.365883
10.300000	-2.400926	-0.696394	0.244718	9.441234	-1.295292
10.400000	0.161739	-0.050226	0.587932	9.274150	-1.692651
10.500000	1.941806	0.986510	1.635309	8.999802	-0.664960
10.600000	2.668729	2.257649	3.228483	8.504554	0.148366
10.700000	3.128679	3.950430	5.159470	7.268643	-0.063560
10.800000	3.607215	6.434183	6.590809	4.135813	-0.717291
10.900000	3.690680	9.002361	5.232658	-0.478604	-0.356791
11.000000	4.159319	9.958740	0.256077	-2.294601	0.205244
11.100000	4.711946	8.761102	-4.033777	0.623747	0.382717
11.200000	5.658962	5.561381	-4.806974	3.801459	3.478232
11.300000	5.297371	0.256604	-4.098901	3.086843	7.610044
11.400000	2.618002	-3.530961	-2.480372	0.299383	8.915263
11.500000	0.279444	-3.775935	-0.798455	-0.860797	8.748945
11.600000	-0.976498	-2.274016	0.144882	-0.306507	8.695425
11.700000	-1.394269	-0.307323	0.747890	0.915146	8.589944
11.800000	-1.325500	1.449158	1.654623	2.451728	8.135318
11.900000	-1.284628	2.729146	3.234590	4.211552	6.949119
12.000000	-1.392721	3.417503	5.611490	5.616626	4.305019
12.100000	-0.969843	3.342949	8.082827	5.049754	0.347819
12.200000	-0.143099	3.337268	9.343234	1.601772	-2.006943
12.300000	0.086263	3.774968	9.048566	-2.324052	-0.593240
12.400000	1.659772	4.601387	7.378941	-3.799009	2.602018
12.500000	5.289986	5.529118	3.922855	-3.553892	3.996219
12.600000	8.392909	4.357602	-0.672800	-2.675286	2.794580
12.700000	9.312714	1.304623	-2.834593	-1.479587	1.172388
12.800000	9.299240	-0.981519	-1.798398	-0.739746	0.628892
12.900000	9.124526	-1.370160	0.362451	-0.017225	0.956204
13.000000	8.823057	-0.623911	1.941361	1.056228	1.996725
13.100000	8.218496	-0.092108	2.733029	2.434231	3.583634
13.200000	6.667426	-0.366637	3.311528	4.343240	5.428593
13.300000	3.157781	-0.759235	3.719565	6.981912	6.414922
13.400000	-1.064124	-0.146971	3.809195	9.299972	4.253425
13.500000	-1.771680	0.205440	4.371385	9.790496	-0.853869
13.600000	1.551092	0.891750	5.021700	8.159210	-4.312143
13.700000	3.881683	4.556657	5.961433	4.325940	-4.693509
13.800000	2.268732	8.108552	4.911047	-1.183284	-3.777965
13.900000	-0.279403	8.728066	2.053807	-4.114899	-1.895469
14.000000	-0.725810	8.567870	-0.187013	-3.740716	-0.339359
14.100000	0.171564	8.546049	-1.458460	-1.875154	0.342709
14.200000	1.460183	8.323850	-1.785727	0.345904	0.940536
14.300000	3.023684	7.625018	-1.541334	2.139414	2.135915
14.400000	4.684115	5.989700	-1.350111	3.237288	4.115050
14.500000	5.473748	2.855176	-1.181544	3.606266	6.666861
14.600000	3.758830	-0.628761	-0.457907	3.516086	8.745505
14.700000	-0.188951	-1.410069	0.105196	3.854468	9.350945
14.800000	-3.242676	1.060338	0.757116	4.532571	8.319602
14.900000	-3.938523	3.514699	3.577401	5.630217	5.497783
15.000000	-3.431590	3.134274	7.266708	5.503996	0.640459
15.100000	-2.014642	1.090875	8.823797	2.864224	-3.157629
15.200000	-0.780469	0.205255	8.917812	-0.060421	-3.376636
15.300000	-0.196797	0.454135	8.828920	-1.599366	-1.408994
15.400000	0.563138	1.300732	8.615869	-1.543941	0.874701
15.500000	1.807268	2.670957	8.133195	-0.810794	2.389640
15.600000	3.530907	4.375273	7.042491	-0.441577	3.219703
15.700000	5.862993	5.761957	4.594028	-0.539132	3.744804
15.800000	8.346527	5.108782	0.826411	-0.202500	3.996468
15.900000	9.585671	1.202716	-1.312177	0.470088	4.578159
16.000000	8.554879	-3.177046	0.517821	0.885638	5.490687
16.100000	4.888433	-4.786321	3.141933	3.622281	6.550844
16.200000	-1.145565	-4.169671	2.031001	7.175223	6.010350
16.300000	-5.050528	-1.654616	-0.483478	7.824228	3.201821
16.400000	-5.132284	0.407177	-0.212045	7.731117	0.162059
16.500000	-2.993094	0.490956	1.224300	7.646250	-2.548767
16.600000	0.256656	0.619440	2.253047	7.053794	-3.738837
16.700000	2.777559	2.372900	3.396961	5.808896	-3.328808
16.800000	3.606618	5.091308	4.286871	3.544696	-2.497178
16.900000	3.230972	7.449440	3.751644	0.642982	-1.622077
17.000000	2.787279	8.624279	1.550367	-1.052903	-0.722783
17.100000	2.939343	8.745602	-0.918433	-0.394097	-0.083473
17.200000	3.706181	8.027816	-2.190739	1.696669	1.031954
17.300000	4.986748	6.167637	-2.358707	3.431776	3.425985
17.400000	5.546768	2.584743	-2.067958	3.779316	6.606555
17.500000	3.541217	-1.203704	-1.198065	3.070477	8.880766
17.600000	-0.202009	-1.906389	-0.536461	2.711821	9.487482
17.700000	-2.591015	0.531143	-0.002423	2.897148	9.017859
17.800000	-2.639341	3.252723	1.958021	3.862576	7.781291
17.900000	-1.945909	4.434557	5.140524	5.070370	5.294425
18.000000	-1.193810	4.322571	8.244463	4.610588	1.536983
18.100000	-0.350463	4.072320	9.781262	1.362086	-0.784920
18.200000	0.338649	4.412100	9.397886	-2.217494	0.586762
18.300000	2.695862	5.484818	7.193519	-3.547921	3.349075
18.400000	6.755849	6.081655	2.565311	-3.415170	3.922865
18.500000	9.289485	3.699029	-2.339833	-2.304989	2.050831
18.600000	9.638703	0.113654	-3.306038	-1.140948	0.640629
18.700000	9.496066	-1.694759	-1.220186	-0.558513	0.397936
18.800000	9.281887	-1.269047	1.149276	0.286085	0.972318
18.900000	8.950008	-0.112836	2.354906	1.432230	2.234192
19.000000	8.297573	0.276749	2.800377	2.799971	3.998294
19.100000	6.471823	-0.365553	3.288442	4.764067	5.953051
19.200000	2.364318	-0.857984	3.620551	7.508050	6.685960
19.300000	-1.937983	-0.096483	3.652012	9.655158	3.733324
19.400000	-1.853373	0.030174	4.173939	9.809885	-1.758162
19.500000	2.040199	0.931700	4.713456	8.044501	-4.633348
19.600000	4.223925	4.911446	5.612679	4.315033	-4.503343
19.700000	2.622034	8.495653	4.439771	-0.816631	-3.533631
19.800000	0.144411	9.253219	1.600012	-3.353815	-2.028747
19.900000	-0.682720	9.095045	-0.241056	-2.817049	-0.756705
20.000000	-0.172158	9.015406	-0.767836	-1.246079	0.087615
