79.000000 3.112582 5.897098 3.786354 1.167285 -3.146968
80.000000 -2.795585 -0.013496 0.321296 4.212906 8.608168
81.000000 7.523109 5.643800 2.026585 -0.509295 3.849507
82.000000 3.453969 3.805390 4.005781 5.157026 -2.463004
83.000000 -2.022115 1.872424 0.636675 2.095089 8.619205
84.000000 6.530340 -4.346996 -3.127022 -0.166456 2.928860
85.000000 3.023246 4.638612 5.493525 4.715835 -1.381259
86.000000 -1.230287 1.199746 0.556856 1.572177 8.689015
87.000000 7.965630 0.169284 -4.822763 0.118506 -0.492593
88.000000 3.249593 7.472219 5.389070 0.689138 -2.579954
89.000000 -4.782342 2.677979 4.760866 7.835011 3.017325
90.000000 7.858639 -0.141423 -1.077639 -0.186170 0.787418
91.000000 2.940473 7.662263 4.711471 -0.016383 -2.873853
92.000000 -4.083097 1.558447 1.296081 5.653432 7.807728
93.000000 8.869388 1.017695 -1.023506 -0.375564 3.151830
94.000000 4.563460 7.176133 5.306115 3.440309 -0.238693
95.000000 -3.196341 3.518810 5.733198 3.717921 1.804856
96.000000 8.523965 -3.296364 0.565175 0.448085 4.381316
97.000000 3.721723 7.757309 5.726975 1.546405 -0.628597
98.000000 -1.724368 3.060957 3.132568 3.787365 6.519516
99.000000 8.184284 -2.540235 0.310671 0.387139 1.420795
100.000000 1.810003 7.438324 -2.099109 -4.521671 0.564973
